"","Country_Region","confirmed","deaths","recovered","date"
"3489","Mexico",164,1,4,2020-03-20
"3490","Moldova",66,1,1,2020-03-20
"3491","Monaco",11,0,0,2020-03-20
"3492","Mongolia",6,0,0,2020-03-20
"3493","Montenegro",14,0,0,2020-03-20
"3494","Morocco",77,3,1,2020-03-20
"3495","Namibia",3,0,0,2020-03-20
"3496","Nepal",1,0,1,2020-03-20
"3497","Netherlands",3003,107,2,2020-03-20
"3498","New Zealand",39,0,0,2020-03-20
"3499","Nicaragua",1,0,0,2020-03-20
"3500","Niger",1,0,0,2020-03-20
"3501","Nigeria",12,0,1,2020-03-20
"3502","North Macedonia",67,0,1,2020-03-20
"3503","Norway",1914,7,1,2020-03-20
"3504","Oman",48,0,12,2020-03-20
"3505","Pakistan",501,3,13,2020-03-20
"3506","Panama",137,1,0,2020-03-20
"3507","Papua New Guinea",1,0,0,2020-03-20
"3508","Paraguay",13,0,0,2020-03-20
"3509","Peru",234,3,1,2020-03-20
"3510","Philippines",230,18,8,2020-03-20
"3511","Poland",425,5,1,2020-03-20
"3512","Portugal",1020,6,5,2020-03-20
"3513","Puerto Rico",0,0,0,2020-03-20
"3514","Qatar",470,0,10,2020-03-20
"3515","Republic of the Congo",0,0,0,2020-03-20
"3516","Reunion",28,0,0,2020-03-20
"3517","Romania",308,0,25,2020-03-20
"3518","Russia",253,1,9,2020-03-20
"3519","Rwanda",17,0,0,2020-03-20
"3520","Saint Lucia",2,0,0,2020-03-20
"3521","Saint Vincent and the Grenadines",1,0,0,2020-03-20
"3522","San Marino",144,14,4,2020-03-20
"3523","Saudi Arabia",344,0,8,2020-03-20
"3524","Senegal",38,0,2,2020-03-20
"3525","Serbia",135,1,1,2020-03-20
"3526","Seychelles",7,0,0,2020-03-20
"3527","Singapore",385,0,124,2020-03-20
"3528","Slovakia",137,1,0,2020-03-20
"3529","Slovenia",341,1,0,2020-03-20
"3530","Somalia",1,0,0,2020-03-20
"3531","South Africa",202,0,0,2020-03-20
"3532","Spain",20410,1043,1588,2020-03-20
"3533","Sri Lanka",73,0,3,2020-03-20
"3534","Sudan",2,1,0,2020-03-20
"3535","Suriname",4,0,0,2020-03-20
"3536","Sweden",1639,16,16,2020-03-20
"3537","Switzerland",5294,54,15,2020-03-20
"3538","Taiwan*",135,2,26,2020-03-20
"3539","Tanzania",6,0,0,2020-03-20
"3540","Thailand",322,1,42,2020-03-20
"3541","The Bahamas",0,0,0,2020-03-20
"3542","The Gambia",0,0,0,2020-03-20
"3543","Togo",9,0,1,2020-03-20
"3544","Trinidad and Tobago",9,0,0,2020-03-20
"3545","Tunisia",54,1,0,2020-03-20
"3546","Turkey",359,4,0,2020-03-20
"3547","Ukraine",29,3,0,2020-03-20
"3548","United Arab Emirates",140,2,31,2020-03-20
"3549","United Kingdom",4014,178,67,2020-03-20
"3550","Uruguay",94,0,0,2020-03-20
"3551","US",19101,244,147,2020-03-20
"3552","Uzbekistan",33,0,0,2020-03-20
"3553","Venezuela",42,0,0,2020-03-20
"3554","Vietnam",91,0,16,2020-03-20
"3555","Zambia",2,0,0,2020-03-20
"3556","Zimbabwe",1,0,0,2020-03-20
"3557","Afghanistan",24,0,1,2020-03-21
"3558","Albania",76,2,2,2020-03-21
"3559","Algeria",139,15,32,2020-03-21
"3560","Andorra",88,0,1,2020-03-21
"3561","Angola",2,0,0,2020-03-21
"3562","Antigua and Barbuda",1,0,0,2020-03-21
"3563","Argentina",158,4,3,2020-03-21
"3564","Armenia",160,0,1,2020-03-21
"3565","Australia",1071,7,26,2020-03-21
"3566","Austria",2814,8,9,2020-03-21
"3567","Azerbaijan",53,1,11,2020-03-21
"3568","Bahamas, The",4,0,0,2020-03-21
"3569","Bahrain",305,1,125,2020-03-21
"3570","Bangladesh",25,2,3,2020-03-21
"3571","Barbados",6,0,0,2020-03-21
"3572","Belarus",76,0,15,2020-03-21
"3573","Belgium",2815,67,263,2020-03-21
"3574","Benin",2,0,0,2020-03-21
"3575","Bhutan",2,0,0,2020-03-21
"3576","Bolivia",19,0,0,2020-03-21
"3577","Bosnia and Herzegovina",93,1,2,2020-03-21
"3578","Brazil",1021,15,2,2020-03-21
"3579","Brunei",83,0,2,2020-03-21
"3580","Bulgaria",163,3,3,2020-03-21
"3581","Burkina Faso",64,2,5,2020-03-21
"3582","Cabo Verde",3,0,0,2020-03-21
"3583","Cambodia",53,0,1,2020-03-21
"3584","Cameroon",27,0,0,2020-03-21
"3585","Canada",1278,19,10,2020-03-21
"3586","Cape Verde",1,0,0,2020-03-21
"3587","Central African Republic",3,0,0,2020-03-21
"3588","Chad",1,0,0,2020-03-21
"3589","Chile",537,0,6,2020-03-21
"3590","China",81305,3259,71857,2020-03-21
"3591","Colombia",196,0,1,2020-03-21
"3592","Congo (Brazzaville)",3,0,0,2020-03-21
"3593","Congo (Kinshasa)",23,1,0,2020-03-21
"3594","Costa Rica",117,2,2,2020-03-21
"3595","Cote d'Ivoire",14,0,1,2020-03-21
"3596","Croatia",206,1,5,2020-03-21
"3597","Cruise Ship",712,8,325,2020-03-21
"3598","Cuba",21,1,0,2020-03-21
"3599","Cyprus",84,0,0,2020-03-21
"3600","Czechia",995,0,6,2020-03-21
"3601","Denmark",1420,13,1,2020-03-21
"3602","Djibouti",1,0,0,2020-03-21
"3603","Dominican Republic",112,2,0,2020-03-21
"3604","East Timor",1,0,0,2020-03-21
"3605","Ecuador",506,7,3,2020-03-21
"3606","Egypt",294,10,41,2020-03-21
"3607","El Salvador",3,0,0,2020-03-21
"3608","Equatorial Guinea",6,0,0,2020-03-21
"3609","Eritrea",1,0,0,2020-03-21
"3610","Estonia",306,0,1,2020-03-21
"3611","Eswatini",1,0,0,2020-03-21
"3612","Ethiopia",9,0,0,2020-03-21
"3613","Fiji",1,0,0,2020-03-21
"3614","Finland",523,1,10,2020-03-21
"3615","France",14308,562,12,2020-03-21
"3616","French Guiana",18,0,6,2020-03-21
"3617","Gabon",4,1,0,2020-03-21
"3618","Gambia, The",1,0,0,2020-03-21
"3619","Georgia",49,0,1,2020-03-21
"3620","Germany",22213,84,233,2020-03-21
"3621","Ghana",19,1,0,2020-03-21
"3622","Greece",530,13,19,2020-03-21
"3623","Greenland",0,0,0,2020-03-21
"3624","Guadeloupe",53,0,0,2020-03-21
"3625","Guam",0,0,0,2020-03-21
"3626","Guatemala",17,1,0,2020-03-21
"3627","Guernsey",0,0,0,2020-03-21
"3628","Guinea",2,0,0,2020-03-21
"3629","Guyana",7,1,0,2020-03-21
"3630","Haiti",2,0,0,2020-03-21
"3631","Holy See",1,0,0,2020-03-21
"3632","Honduras",24,0,0,2020-03-21
"3633","Hungary",103,4,7,2020-03-21
"3634","Iceland",473,1,22,2020-03-21
"3635","India",330,4,23,2020-03-21
"3636","Indonesia",450,38,15,2020-03-21
"3637","Iran",20610,1556,7635,2020-03-21
"3638","Iraq",214,17,51,2020-03-21
"3639","Ireland",785,3,5,2020-03-21
"3640","Israel",883,1,36,2020-03-21
"3641","Italy",53578,4825,6072,2020-03-21
"3642","Jamaica",16,1,2,2020-03-21
"3643","Japan",1007,35,232,2020-03-21
"3644","Jersey",0,0,0,2020-03-21
"3645","Jordan",85,0,1,2020-03-21
"3646","Kazakhstan",53,0,0,2020-03-21
"3647","Kenya",7,0,0,2020-03-21
"3648","Korea, South",8799,102,1540,2020-03-21
"3649","Kosovo",2,0,0,2020-03-21
"3650","Kuwait",176,0,27,2020-03-21
"3651","Kyrgyzstan",14,0,0,2020-03-21
"3652","Latvia",124,0,1,2020-03-21
"3653","Lebanon",187,4,4,2020-03-21
"3654","Liberia",3,0,0,2020-03-21
"3655","Liechtenstein",37,0,0,2020-03-21
"3656","Lithuania",83,1,1,2020-03-21
"3657","Luxembourg",670,8,0,2020-03-21
"3658","Madagascar",3,0,0,2020-03-21
"3659","Malaysia",1183,4,114,2020-03-21
"3660","Maldives",13,0,0,2020-03-21
"3661","Malta",73,0,2,2020-03-21
"3662","Martinique",32,1,0,2020-03-21
"3663","Mauritania",2,0,0,2020-03-21
"3664","Mauritius",14,1,0,2020-03-21
"3665","Mayotte",7,0,0,2020-03-21
"3666","Mexico",203,2,4,2020-03-21
"3667","Moldova",80,1,1,2020-03-21
"3668","Monaco",11,0,0,2020-03-21
"3669","Mongolia",10,0,0,2020-03-21
"3670","Montenegro",14,0,0,2020-03-21
"3671","Morocco",96,3,3,2020-03-21
"3672","Namibia",3,0,0,2020-03-21
"3673","Nepal",1,0,1,2020-03-21
"3674","Netherlands",3640,137,2,2020-03-21
"3675","New Zealand",52,0,0,2020-03-21
"3676","Nicaragua",2,0,0,2020-03-21
"3677","Niger",1,0,0,2020-03-21
"3678","Nigeria",22,0,1,2020-03-21
"3679","North Macedonia",85,0,1,2020-03-21
"3680","Norway",2118,7,1,2020-03-21
"3681","Oman",52,0,12,2020-03-21
"3682","Pakistan",730,3,13,2020-03-21
"3683","Panama",200,1,0,2020-03-21
"3684","Papua New Guinea",1,0,0,2020-03-21
"3685","Paraguay",18,1,0,2020-03-21
"3686","Peru",318,5,1,2020-03-21
"3687","Philippines",307,19,13,2020-03-21
"3688","Poland",536,5,1,2020-03-21
"3689","Portugal",1280,12,5,2020-03-21
"3690","Puerto Rico",0,0,0,2020-03-21
"3691","Qatar",481,0,27,2020-03-21
"3692","Republic of the Congo",0,0,0,2020-03-21
"3693","Reunion",45,0,0,2020-03-21
"3694","Romania",367,0,52,2020-03-21
"3695","Russia",306,1,12,2020-03-21
"3696","Rwanda",17,0,0,2020-03-21
"3697","Saint Lucia",2,0,0,2020-03-21
"3698","Saint Vincent and the Grenadines",1,0,0,2020-03-21
"3699","San Marino",144,20,4,2020-03-21
"3700","Saudi Arabia",392,0,16,2020-03-21
"3701","Senegal",47,0,5,2020-03-21
"3702","Serbia",171,1,1,2020-03-21
"3703","Seychelles",7,0,0,2020-03-21
"3704","Singapore",432,2,140,2020-03-21
"3705","Slovakia",178,1,0,2020-03-21
"3706","Slovenia",383,1,0,2020-03-21
"3707","Somalia",1,0,0,2020-03-21
"3708","South Africa",240,0,0,2020-03-21
"3709","Spain",25374,1375,2125,2020-03-21
"3710","Sri Lanka",77,0,1,2020-03-21
"3711","Sudan",2,1,0,2020-03-21
"3712","Suriname",4,0,0,2020-03-21
"3713","Sweden",1763,20,16,2020-03-21
"3714","Switzerland",6575,75,15,2020-03-21
"3715","Taiwan*",153,2,28,2020-03-21
"3716","Tanzania",6,0,0,2020-03-21
"3717","Thailand",411,1,42,2020-03-21
"3718","The Bahamas",0,0,0,2020-03-21
"3719","The Gambia",0,0,0,2020-03-21
"3720","Togo",16,0,1,2020-03-21
"3721","Trinidad and Tobago",49,0,1,2020-03-21
"3722","Tunisia",60,1,0,2020-03-21
"3723","Turkey",670,9,0,2020-03-21
"3724","Uganda",1,0,0,2020-03-21
"3725","Ukraine",47,3,1,2020-03-21
"3726","United Arab Emirates",153,2,38,2020-03-21
"3727","United Kingdom",5067,234,67,2020-03-21
"3728","Uruguay",110,0,0,2020-03-21
"3729","US",25493,307,171,2020-03-21
"3730","Uzbekistan",43,0,0,2020-03-21
"3731","Venezuela",70,0,0,2020-03-21
"3732","Vietnam",94,0,17,2020-03-21
"3733","Zambia",2,0,0,2020-03-21
"3734","Zimbabwe",3,0,0,2020-03-21
"3735","Afghanistan",40,1,1,2020-03-22
"3736","Albania",89,2,2,2020-03-22
"3737","Algeria",201,17,65,2020-03-22
"3738","Andorra",113,1,1,2020-03-22
"3739","Angola",2,0,0,2020-03-22
"3740","Antigua and Barbuda",1,0,0,2020-03-22
"3741","Argentina",266,4,27,2020-03-22
"3742","Armenia",194,0,2,2020-03-22
"3743","Australia",1490,7,92,2020-03-22
"3744","Austria",3580,16,9,2020-03-22
"3745","Azerbaijan",65,1,11,2020-03-22
"3746","Bahamas",4,0,0,2020-03-22
"3747","Bahrain",334,2,149,2020-03-22
"3748","Bangladesh",27,2,3,2020-03-22
"3749","Barbados",14,0,0,2020-03-22
"3750","Belarus",76,0,15,2020-03-22
"3751","Belgium",3401,75,263,2020-03-22
"3752","Benin",2,0,0,2020-03-22
"3753","Bhutan",2,0,0,2020-03-22
"3754","Bolivia",24,0,0,2020-03-22
"3755","Bosnia and Herzegovina",126,1,2,2020-03-22
"3756","Brazil",1546,25,2,2020-03-22
"3757","Brunei",88,0,2,2020-03-22
"3758","Bulgaria",187,3,3,2020-03-22
"3759","Burkina Faso",75,4,5,2020-03-22
"3760","Cabo Verde",3,0,0,2020-03-22
"3761","Cambodia",84,0,2,2020-03-22
"3762","Cameroon",40,0,2,2020-03-22
"3763","Canada",1470,21,0,2020-03-22
"3764","Central African Republic",3,0,0,2020-03-22
"3765","Chad",1,0,0,2020-03-22
"3766","Chile",632,1,8,2020-03-22
"3767","China",81397,3265,72362,2020-03-22
"3768","Colombia",231,2,3,2020-03-22
"3769","Congo (Brazzaville)",3,0,0,2020-03-22
"3770","Congo (Kinshasa)",30,1,0,2020-03-22
"3771","Costa Rica",134,2,2,2020-03-22
"3772","Cote d'Ivoire",14,0,1,2020-03-22
"3773","Croatia",254,1,5,2020-03-22
"3774","Cruise Ship",712,8,567,2020-03-22
"3775","Cuba",35,1,0,2020-03-22
"3776","Cyprus",95,1,3,2020-03-22
"3777","Czechia",1120,1,6,2020-03-22
"3778","Denmark",1514,13,4,2020-03-22
"3779","Djibouti",1,0,0,2020-03-22
"3780","Dominica",1,0,0,2020-03-22
"3781","Dominican Republic",202,3,0,2020-03-22
"3782","Ecuador",789,14,3,2020-03-22
"3783","Egypt",327,14,56,2020-03-22
"3784","El Salvador",3,0,0,2020-03-22
"3785","Equatorial Guinea",6,0,0,2020-03-22
"3786","Eritrea",1,0,0,2020-03-22
"3787","Estonia",326,0,4,2020-03-22
"3788","Eswatini",4,0,0,2020-03-22
"3789","Ethiopia",11,0,0,2020-03-22
"3790","Fiji",2,0,0,2020-03-22
"3791","Finland",626,1,10,2020-03-22
"3792","France",16214,676,2201,2020-03-22
"3793","Gabon",5,1,0,2020-03-22
"3794","Gambia",1,0,0,2020-03-22
"3795","Georgia",54,0,1,2020-03-22
"3796","Germany",24873,94,266,2020-03-22
"3797","Ghana",23,1,0,2020-03-22
"3798","Greece",624,15,19,2020-03-22
"3799","Grenada",1,0,0,2020-03-22
"3800","Guatemala",19,1,0,2020-03-22
"3801","Guinea",2,0,0,2020-03-22
"3802","Guyana",18,1,0,2020-03-22
"3803","Haiti",2,0,0,2020-03-22
"3804","Holy See",1,0,0,2020-03-22
"3805","Honduras",26,0,0,2020-03-22
"3806","Hungary",131,6,16,2020-03-22
"3807","Iceland",568,1,5,2020-03-22
"3808","India",396,7,24,2020-03-22
"3809","Indonesia",514,48,29,2020-03-22
"3810","Iran",21638,1685,7635,2020-03-22
"3811","Iraq",233,20,57,2020-03-22
"3812","Ireland",906,4,5,2020-03-22
"3813","Israel",1071,1,37,2020-03-22
"3814","Italy",59138,5476,7024,2020-03-22
"3815","Jamaica",19,1,2,2020-03-22
"3816","Japan",1086,36,235,2020-03-22
"3817","Jordan",112,0,1,2020-03-22
"3818","Kazakhstan",59,0,0,2020-03-22
"3819","Kenya",15,0,0,2020-03-22
"3820","Korea, South",8897,104,2909,2020-03-22
"3821","Kuwait",188,0,30,2020-03-22
"3822","Kyrgyzstan",14,0,0,2020-03-22
"3823","Latvia",139,0,1,2020-03-22
"3824","Lebanon",248,4,8,2020-03-22
"3825","Liberia",3,0,0,2020-03-22
"3826","Liechtenstein",37,0,0,2020-03-22
"3827","Lithuania",129,1,1,2020-03-22
"3828","Luxembourg",798,8,6,2020-03-22
"3829","Madagascar",3,0,0,2020-03-22
"3830","Malaysia",1306,10,139,2020-03-22
"3831","Maldives",13,0,3,2020-03-22
"3832","Malta",90,0,2,2020-03-22
"3833","Mauritania",2,0,0,2020-03-22
"3834","Mauritius",28,2,0,2020-03-22
"3835","Mexico",251,2,4,2020-03-22
"3836","Moldova",94,1,1,2020-03-22
"3837","Monaco",23,0,1,2020-03-22
"3838","Mongolia",10,0,0,2020-03-22
"3839","Montenegro",21,0,0,2020-03-22
"3840","Morocco",115,4,3,2020-03-22
"3841","Mozambique",1,0,0,2020-03-22
"3842","Namibia",3,0,0,2020-03-22
"3843","Nepal",1,0,1,2020-03-22
"3844","Netherlands",4217,180,3,2020-03-22
"3845","New Zealand",102,0,0,2020-03-22
"3846","Nicaragua",2,0,0,2020-03-22
"3847","Niger",2,0,0,2020-03-22
"3848","Nigeria",30,0,2,2020-03-22
"3849","North Macedonia",115,1,1,2020-03-22
"3850","Norway",2263,7,6,2020-03-22
"3851","Oman",55,0,17,2020-03-22
"3852","Pakistan",776,4,13,2020-03-22
"3853","Panama",313,3,1,2020-03-22
"3854","Papua New Guinea",1,0,0,2020-03-22
"3855","Paraguay",22,1,0,2020-03-22
"3856","Peru",363,5,1,2020-03-22
"3857","Philippines",380,25,15,2020-03-22
"3858","Poland",634,7,13,2020-03-22
"3859","Portugal",1600,14,5,2020-03-22
"3860","Qatar",494,0,33,2020-03-22
"3861","Romania",433,3,64,2020-03-22
"3862","Russia",367,1,16,2020-03-22
"3863","Rwanda",19,0,0,2020-03-22
"3864","Saint Lucia",2,0,0,2020-03-22
"3865","Saint Vincent and the Grenadines",1,0,0,2020-03-22
"3866","San Marino",175,20,4,2020-03-22
"3867","Saudi Arabia",511,0,17,2020-03-22
"3868","Senegal",67,0,5,2020-03-22
"3869","Serbia",222,2,2,2020-03-22
"3870","Seychelles",7,0,0,2020-03-22
"3871","Singapore",455,2,144,2020-03-22
"3872","Slovakia",185,0,7,2020-03-22
"3873","Slovenia",414,2,0,2020-03-22
"3874","Somalia",1,0,0,2020-03-22
"3875","South Africa",274,0,2,2020-03-22
"3876","Spain",28603,1756,2125,2020-03-22
"3877","Sri Lanka",82,0,3,2020-03-22
"3878","Sudan",2,1,0,2020-03-22
"3879","Suriname",5,0,0,2020-03-22
"3880","Sweden",1931,21,16,2020-03-22
"3881","Switzerland",7474,98,131,2020-03-22
"3882","Syria",1,0,0,2020-03-22
"3883","Taiwan*",169,2,28,2020-03-22
"3884","Tanzania",12,0,0,2020-03-22
"3885","Thailand",599,1,44,2020-03-22
"3886","Timor-Leste",1,0,0,2020-03-22
"3887","Togo",16,0,0,2020-03-22
"3888","Trinidad and Tobago",50,0,0,2020-03-22
"3889","Tunisia",75,3,1,2020-03-22
"3890","Turkey",1236,30,0,2020-03-22
"3891","Uganda",1,0,0,2020-03-22
"3892","Ukraine",73,3,1,2020-03-22
"3893","United Arab Emirates",153,2,38,2020-03-22
"3894","United Kingdom",5741,282,95,2020-03-22
"3895","Uruguay",135,0,0,2020-03-22
"3896","US",33746,427,0,2020-03-22
"3897","Uzbekistan",43,0,0,2020-03-22
"3898","Venezuela",70,0,15,2020-03-22
"3899","Vietnam",113,0,17,2020-03-22
"3900","Zambia",3,0,0,2020-03-22
"3901","Zimbabwe",3,0,0,2020-03-22
"3902","Afghanistan",40,1,1,2020-03-23
"3903","Albania",104,4,2,2020-03-23
"3904","Algeria",230,17,65,2020-03-23
"3905","Andorra",133,1,1,2020-03-23
"3906","Angola",3,0,0,2020-03-23
"3907","Antigua and Barbuda",3,0,0,2020-03-23
"3908","Argentina",266,4,27,2020-03-23
"3909","Armenia",235,0,2,2020-03-23
"3910","Australia",1682,7,119,2020-03-23
"3911","Austria",4474,21,9,2020-03-23
"3912","Azerbaijan",72,1,10,2020-03-23
"3913","Bahamas",4,0,0,2020-03-23
"3914","Bahrain",377,2,164,2020-03-23
"3915","Bangladesh",33,3,5,2020-03-23
"3916","Barbados",17,0,0,2020-03-23
"3917","Belarus",81,0,22,2020-03-23
"3918","Belgium",3743,88,401,2020-03-23
"3919","Belize",1,0,0,2020-03-23
"3920","Benin",5,0,0,2020-03-23
"3921","Bhutan",2,0,0,2020-03-23
"3922","Bolivia",27,0,0,2020-03-23
"3923","Bosnia and Herzegovina",132,1,2,2020-03-23
"3924","Brazil",1924,34,2,2020-03-23
"3925","Brunei",91,0,2,2020-03-23
"3926","Bulgaria",201,3,3,2020-03-23
"3927","Burkina Faso",99,4,5,2020-03-23
"3928","Cabo Verde",3,0,0,2020-03-23
"3929","Cambodia",87,0,2,2020-03-23
"3930","Cameroon",56,0,2,2020-03-23
"3931","Canada",2088,25,0,2020-03-23
"3932","Central African Republic",3,0,0,2020-03-23
"3933","Chad",1,0,0,2020-03-23
"3934","Chile",746,2,11,2020-03-23
"3935","China",81496,3274,72819,2020-03-23
"3936","Colombia",277,3,3,2020-03-23
"3937","Congo (Brazzaville)",4,0,0,2020-03-23
"3938","Congo (Kinshasa)",36,1,0,2020-03-23
"3939","Costa Rica",158,2,2,2020-03-23
"3940","Cote d'Ivoire",25,0,2,2020-03-23
"3941","Croatia",315,1,5,2020-03-23
"3942","Cruise Ship",712,8,567,2020-03-23
"3943","Cuba",40,1,0,2020-03-23
"3944","Cyprus",116,1,3,2020-03-23
"3945","Czechia",1236,1,7,2020-03-23
"3946","Denmark",1572,24,24,2020-03-23
"3947","Djibouti",3,0,0,2020-03-23
"3948","Dominica",2,0,0,2020-03-23
"3949","Dominican Republic",245,3,3,2020-03-23
"3950","Ecuador",981,18,3,2020-03-23
"3951","Egypt",366,19,68,2020-03-23
"3952","El Salvador",3,0,0,2020-03-23
"3953","Equatorial Guinea",9,0,0,2020-03-23
"3954","Eritrea",1,0,0,2020-03-23
"3955","Estonia",352,0,4,2020-03-23
"3956","Eswatini",4,0,0,2020-03-23
"3957","Ethiopia",11,0,0,2020-03-23
"3958","Fiji",3,0,0,2020-03-23
"3959","Finland",700,1,10,2020-03-23
"3960","France",20123,862,2207,2020-03-23
"3961","Gabon",5,1,0,2020-03-23
"3962","Gambia",2,1,0,2020-03-23
"3963","Georgia",61,0,8,2020-03-23
"3964","Germany",29056,123,453,2020-03-23
"3965","Ghana",27,2,0,2020-03-23
"3966","Greece",695,17,29,2020-03-23
"3967","Grenada",1,0,0,2020-03-23
"3968","Guatemala",20,1,0,2020-03-23
"3969","Guinea",4,0,0,2020-03-23
"3970","Guyana",20,1,0,2020-03-23
"3971","Haiti",6,0,0,2020-03-23
"3972","Holy See",1,0,0,2020-03-23
"3973","Honduras",27,0,0,2020-03-23
"3974","Hungary",167,7,16,2020-03-23
"3975","Iceland",588,1,51,2020-03-23
"3976","India",499,10,34,2020-03-23
"3977","Indonesia",579,49,30,2020-03-23
"3978","Iran",23049,1812,8376,2020-03-23
"3979","Iraq",266,23,62,2020-03-23
"3980","Ireland",1125,6,5,2020-03-23
"3981","Israel",1442,1,41,2020-03-23
"3982","Italy",63927,6077,7432,2020-03-23
"3983","Jamaica",19,1,2,2020-03-23
"3984","Japan",1128,42,235,2020-03-23
"3985","Jordan",127,0,1,2020-03-23
"3986","Kazakhstan",62,0,0,2020-03-23
"3987","Kenya",16,0,0,2020-03-23
"3988","Korea, South",8961,111,3166,2020-03-23
"3989","Kuwait",189,0,30,2020-03-23
"3990","Kyrgyzstan",16,0,0,2020-03-23
"3991","Latvia",180,0,1,2020-03-23
"3992","Lebanon",267,4,8,2020-03-23
"3993","Liberia",3,0,0,2020-03-23
"3994","Liechtenstein",51,0,0,2020-03-23
"3995","Lithuania",179,1,1,2020-03-23
"3996","Luxembourg",875,8,6,2020-03-23
"3997","Madagascar",12,0,0,2020-03-23
"3998","Malaysia",1518,14,159,2020-03-23
"3999","Maldives",13,0,5,2020-03-23
"4000","Malta",107,0,2,2020-03-23
"4001","Mauritania",2,0,0,2020-03-23
"4002","Mauritius",36,2,0,2020-03-23
"4003","Mexico",316,3,4,2020-03-23
"4004","Moldova",109,1,2,2020-03-23
"4005","Monaco",23,0,1,2020-03-23
"4006","Mongolia",10,0,0,2020-03-23
"4007","Montenegro",27,1,0,2020-03-23
"4008","Morocco",143,4,5,2020-03-23
"4009","Mozambique",1,0,0,2020-03-23
"4010","Namibia",4,0,0,2020-03-23
"4011","Nepal",2,0,1,2020-03-23
"4012","Netherlands",4764,214,3,2020-03-23
"4013","New Zealand",102,0,0,2020-03-23
"4014","Nicaragua",2,0,0,2020-03-23
"4015","Niger",3,0,0,2020-03-23
"4016","Nigeria",40,1,2,2020-03-23
"4017","North Macedonia",136,2,1,2020-03-23
"4018","Norway",2621,10,6,2020-03-23
"4019","Oman",66,0,17,2020-03-23
"4020","Pakistan",875,6,13,2020-03-23
"4021","Panama",313,3,1,2020-03-23
"4022","Papua New Guinea",1,0,0,2020-03-23
"4023","Paraguay",22,1,0,2020-03-23
"4024","Peru",395,5,1,2020-03-23
"4025","Philippines",462,33,18,2020-03-23
"4026","Poland",749,8,13,2020-03-23
"4027","Portugal",2060,23,14,2020-03-23
"4028","Qatar",501,0,33,2020-03-23
"4029","Romania",576,7,73,2020-03-23
"4030","Russia",438,1,17,2020-03-23
"4031","Rwanda",36,0,0,2020-03-23
"4032","Saint Lucia",3,0,0,2020-03-23
"4033","Saint Vincent and the Grenadines",1,0,0,2020-03-23
"4034","San Marino",187,20,4,2020-03-23
"4035","Saudi Arabia",562,0,19,2020-03-23
"4036","Senegal",79,0,8,2020-03-23
"4037","Serbia",249,3,3,2020-03-23
"4038","Seychelles",7,0,0,2020-03-23
"4039","Singapore",509,2,152,2020-03-23
"4040","Slovakia",186,0,7,2020-03-23
"4041","Slovenia",442,3,0,2020-03-23
"4042","Somalia",1,0,0,2020-03-23
"4043","South Africa",402,0,4,2020-03-23
"4044","Spain",35136,2311,3355,2020-03-23
"4045","Sri Lanka",97,0,2,2020-03-23
"4046","Sudan",2,1,0,2020-03-23
"4047","Suriname",5,0,0,2020-03-23
"4048","Sweden",2046,25,16,2020-03-23
"4049","Switzerland",8795,120,131,2020-03-23
"4050","Syria",1,0,0,2020-03-23
"4051","Taiwan*",195,2,28,2020-03-23
"4052","Tanzania",12,0,0,2020-03-23
"4053","Thailand",721,1,52,2020-03-23
"4054","Timor-Leste",1,0,0,2020-03-23
"4055","Togo",18,0,0,2020-03-23
"4056","Trinidad and Tobago",51,0,0,2020-03-23
"4057","Tunisia",89,3,1,2020-03-23
"4058","Turkey",1529,37,0,2020-03-23
"4059","Uganda",9,0,0,2020-03-23
"4060","Ukraine",73,3,1,2020-03-23
"4061","United Arab Emirates",198,2,41,2020-03-23
"4062","United Kingdom",6726,336,140,2020-03-23
"4063","Uruguay",158,0,0,2020-03-23
"4064","US",43667,552,0,2020-03-23
"4065","Uzbekistan",46,0,0,2020-03-23
"4066","Venezuela",77,0,15,2020-03-23
"4067","Vietnam",123,0,17,2020-03-23
"4068","Zambia",3,0,0,2020-03-23
"4069","Zimbabwe",3,1,0,2020-03-23
"4070","Afghanistan",74,1,1,2020-03-24
"4071","Albania",123,5,10,2020-03-24
"4072","Algeria",264,19,24,2020-03-24
"4073","Andorra",164,1,1,2020-03-24
"4074","Angola",3,0,0,2020-03-24
"4075","Antigua and Barbuda",3,0,0,2020-03-24
"4076","Argentina",387,6,52,2020-03-24
"4077","Armenia",249,0,14,2020-03-24
"4078","Australia",2044,8,119,2020-03-24
"4079","Austria",5283,28,9,2020-03-24
"4080","Azerbaijan",87,1,10,2020-03-24
"4081","Bahamas",5,0,1,2020-03-24
"4082","Bahrain",392,3,177,2020-03-24
"4083","Bangladesh",39,4,5,2020-03-24
"4084","Barbados",18,0,0,2020-03-24
"4085","Belarus",81,0,22,2020-03-24
"4086","Belgium",4269,122,461,2020-03-24
"4087","Belize",1,0,0,2020-03-24
"4088","Benin",6,0,0,2020-03-24
"4089","Bhutan",2,0,0,2020-03-24
"4090","Bolivia",29,0,0,2020-03-24
"4091","Bosnia and Herzegovina",166,3,2,2020-03-24
"4092","Brazil",2247,46,2,2020-03-24
"4093","Brunei",104,0,2,2020-03-24
"4094","Bulgaria",218,3,3,2020-03-24
"4095","Burkina Faso",114,4,7,2020-03-24
